date,SPY_weight,TLT_weight,GLD_weight,FXY_weight,diversification_ratio
2019-04-02,0.42325999999957675,0.5767399999994233,0.0,0.0,1.3978454919599215
2019-04-03,0.4279099999995721,0.5720899999994279,0.0,0.0,1.3997395922075717
2019-04-04,0.4882999999995117,0.5116999999994883,0.0,0.0,1.413826537916072
2019-04-05,0.5275499999994724,0.47244999999952747,0.0,0.0,1.4120716550213983
2019-04-08,0.544849999999455,0.4551499999995448,0.0,0.0,1.408558222312223
2019-04-09,0.5424799999994574,0.4178299999995821,0.0,0.03968999999996031,1.457964901575081
2019-04-10,0.4955899999995043,0.37309999999962684,0.0,0.1313099999998687,1.5770921287611799
2019-04-11,0.513069999999487,0.4702599999995297,0.0,0.01667999999998332,1.4364290483923747
2019-04-12,0.5029399999994971,0.46927999999953063,0.0,0.027779999999972216,1.4525679041457007
2019-04-15,0.5174699999994825,0.3730299999996269,0.0,0.10949999999989049,1.5450270765066045
2019-04-16,0.534929999999465,0.46506999999953486,0.0,0.0,1.4107751650888851
2019-04-17,0.5340599999994659,0.3868799999996131,0.0,0.07905999999992094,1.505596102357421
2019-04-18,0.5987499999994012,0.4012499999995987,0.0,0.0,1.3874135057966372
2019-04-22,0.5772699999994226,0.4227299999995772,0.0,0.0,1.397622597940699
2019-04-23,0.7980499999992019,0.201949999999798,0.0,0.0,1.2147632291622859
2019-04-24,0.7940399999992059,0.17089999999982908,0.0,0.03506999999996492,1.2300550868567726
2019-04-25,0.7697299999992302,0.23026999999976971,0.0,0.0,1.244655039568188
2019-04-26,0.8116299999991883,0.11301999999988696,0.0,0.07534999999992464,1.215187576951282
2019-04-29,0.8009699999991989,0.10273999999989725,0.0,0.0962899999999037,1.2296298611034888
2019-04-30,0.8369999999991629,0.04943999999995055,0.0,0.11355999999988642,1.1818736010886228
2019-05-01,0.9040699999990959,0.0023999999999976,0.0,0.09353999999990645,1.1002428189772357
2019-05-02,0.8935299999991064,0.06219999999993779,0.0,0.04426999999995572,1.1150936461326657
2019-05-03,0.8710499999991289,0.12894999999987106,0.0,0.0,1.13566271219428
2019-05-06,0.7781299999992218,0.05115999999994883,0.0,0.17070999999982928,1.2526986098046564
2019-05-07,0.4592499999995407,0.028729999999971265,0.0,0.512019999999488,1.4526347755316373
2019-05-08,0.0907899999999092,0.20413999999979582,0.0,0.7050699999992949,1.3520432671634797
2019-05-09,0.11116999999988883,0.01131999999998868,0.0,0.8775099999991224,1.1304591006627736
2019-05-10,0.00714999999999285,0.0,0.0,0.992849999999007,1.0071753742002425
2019-05-13,0.12572999999987428,0.07408999999992591,0.0,0.8001899999991997,1.2294365951689739
2019-05-14,0.07451999999992548,0.17114999999982883,0.0,0.7543299999992455,1.2868624238328743
2019-05-15,0.09429999999990568,0.12184999999987814,0.0,0.7838499999992161,1.251800037938441
2019-05-16,0.11716999999988281,0.2765799999997234,0.0,0.6062499999993937,1.478015565633502
2019-05-17,0.14633999999985364,0.23952999999976043,0.0,0.6141299999993858,1.4809604158238086
2019-05-20,0.12493999999987505,0.2894999999997105,0.0,0.5855699999994144,1.5036257239881714
2019-05-21,0.10328999999989671,0.35427999999964566,0.0,0.5424299999994575,1.524253090459608
2019-05-22,0.10991999999989008,0.5303899999994696,0.0,0.3596899999996403,1.5379650022540314
2019-05-23,0.11565999999988433,0.2910999999997089,0.0,0.5932399999994067,1.4906289374189077
2019-05-24,0.13121999999986877,0.5866199999994134,0.0,0.28215999999971786,1.5059216689416373
2019-05-28,0.12697999999987303,0.34934999999965066,0.0,0.5236599999994763,1.5571915840354686
2019-05-29,0.1580699999998419,0.7741499999992257,0.0,0.06777999999993223,1.2609944692730028
2019-05-30,0.15199999999984798,0.8479999999991519,0.0,0.0,1.1607459697739506
2019-05-31,0.1447999999998552,0.8551999999991446,0.0,0.0,1.1529079457287417
2019-06-03,0.1968099999998032,0.8031899999991967,0.0,0.0,1.2092611419649335
2019-06-04,0.20594999999979402,0.7940499999992059,0.0,0.0,1.2190311271817242
2019-06-05,0.24656999999975343,0.6598499999993401,0.0,0.0935799999999064,1.4072563917202117
2019-06-06,0.2667299999997333,0.6109399999993891,0.12232999999987765,0.0,1.475450804336045
2019-06-07,0.27895999999972104,0.6218499999993782,0.09917999999990082,0.0,1.4519275085187682
2019-06-10,0.2672199999997328,0.6221399999993779,0.11063999999988935,0.0,1.4575557360514104
2019-06-11,0.29074999999970924,0.7092499999992907,0.0,0.0,1.30457717994197
2019-06-12,0.3871699999996128,0.6128299999993871,0.0,0.0,1.3795252882663438
2019-06-13,0.3587999999996412,0.6411999999993587,0.0,0.0,1.360985316683218
2019-06-14,0.36162999999963835,0.6383699999993616,0.0,0.0,1.3629842269087924
2019-06-17,0.3291799999996708,0.6559799999993441,0.01482999999998517,0.0,1.362215860452133
2019-06-18,0.31647999999968346,0.503999999999496,0.1795199999998205,0.0,1.6087173419122098
2019-06-19,0.36036999999963965,0.5693699999994306,0.07025999999992974,0.0,1.4760486040362568
2019-06-20,0.3192999999996806,0.49127999999950867,0.18941999999981057,0.0,1.6239492064723118
2019-06-21,0.29051999999970946,0.40169999999959827,0.3077799999996922,0.0,1.713743110427383
2019-06-24,0.27153999999972844,0.08956999999991042,0.638889999999361,0.0,1.428662999182692
2019-06-25,0.22822999999977173,0.01126999999998873,0.7604999999992393,0.0,1.2593058299540778
2019-06-26,0.22815999999977182,0.0,0.771839999999228,0.0,1.242457520202251
2019-06-27,0.3135199999996865,0.0,0.6864799999993134,0.0,1.325055996199807
2019-06-28,0.34917999999965077,0.0,0.650819999999349,0.0,1.3539582466597064
2019-07-01,0.5277399999994722,0.0,0.4722599999995277,0.0,1.412042077842254
2019-07-02,0.757879999999242,0.10041999999989956,0.14169999999985827,0.0,1.2861322412885505
2019-07-03,0.7783699999992215,0.0,0.22162999999977834,0.0,1.235623261006525
2019-07-05,0.7810999999992189,0.0,0.2188999999997811,0.0,1.2327519395797728
2019-07-08,0.8402899999991597,0.0,0.15970999999984026,0.0,1.169135274021471
2019-07-09,0.8396799999991602,0.0,0.16031999999983965,0.0,1.1697986861535834
2019-07-10,0.7146399999992854,0.0,0.2853599999997146,0.0,1.299533736836511
2019-07-11,0.6604599999993396,0.0,0.33953999999966045,0.0,1.346571070520528
2019-07-12,0.8087299999991912,0.0,0.1912699999998087,0.0,1.203310690724209
2019-07-15,0.8101599999991898,0.0,0.18983999999981016,0.0,1.201771653901037
2019-07-16,0.8202499999991797,0.0,0.17974999999982022,0.0,1.1908812155048978
2019-07-17,0.8537499999991461,0.0,0.14624999999985372,0.0,1.1544864971827957
2019-07-18,0.6055199999993943,0.0,0.3944799999996055,0.0,1.3837349181992082
2019-07-19,0.5742799999994257,0.0,0.4257199999995742,0.0,1.3988613202237874
2019-07-22,0.6275399999993724,0.0,0.37245999999962753,0.0,1.3703350837744566
2019-07-23,0.7607999999992393,0.052419999999947585,0.1867699999998132,0.0,1.2736426652373984
2019-07-24,0.9999999999989999,0.0,0.0,0.0,1.0
2019-07-25,0.9999999999989999,0.0,0.0,0.0,1.0
2019-07-26,0.9999999999989999,0.0,0.0,0.0,1.0
2019-07-29,0.9999999999989999,0.0,0.0,0.0,1.0
2019-07-30,0.9741699999990258,0.0,0.025829999999974165,0.0,1.0261542295772785
2019-07-31,0.6889999999993108,0.0,0.31099999999968897,0.0,1.3228601120172967
2019-08-01,0.9999999999989999,0.0,0.0,0.0,1.0
2019-08-02,0.0,0.12230999999987768,0.8776899999991222,0.0,1.1284500684500651
2019-08-05,0.0,0.7306099999992693,0.0,0.2693899999997306,1.2842040393250342
2019-08-06,0.1317099999998683,0.7281199999992718,0.14015999999985984,0.0,1.3278416097783545
2019-08-07,0.18334999999981663,0.7573899999992425,0.05926999999994073,0.0,1.2795745011134143
2019-08-08,0.19610999999980389,0.8038899999991961,0.0,0.0,1.2085103844799152
2019-08-09,0.21982999999978015,0.7801699999992198,0.0,0.0,1.2337309763190438
2019-08-12,0.1835999999998164,0.8163999999991836,0.0,0.0,1.19504260689179
2019-08-13,0.21936999999978063,0.7806299999992193,0.0,0.0,1.233246835671663
2019-08-14,0.25480999999974513,0.7451899999992547,0.0,0.0,1.2697593504386089
2019-08-15,0.2814899999997185,0.7185099999992814,0.0,0.0,1.2958704361943507
2019-08-16,0.27527999999972474,0.7247199999992753,0.0,0.0,1.2899219409742837
2019-08-19,0.30497999999969494,0.6950199999993049,0.0,0.0,1.3175406663366935
2019-08-20,0.32606999999967395,0.673929999999326,0.0,0.0,1.3357061235861067
2019-08-21,0.31821999999968176,0.6817799999993183,0.0,0.0,1.3291011992378874
2019-08-22,0.32607999999967385,0.673919999999326,0.0,0.0,1.3357144130949967
2019-08-23,0.3343999999996655,0.6655999999993343,0.0,0.0,1.342497508831714
2019-08-26,0.3270999999996729,0.6728999999993271,0.0,0.0,1.3365582461562973
2019-08-27,0.3332599999996667,0.6667399999993332,0.0,0.0,1.3415817452157386
2019-08-28,0.3373899999996626,0.6626099999993373,0.0,0.0,1.344878279312104
2019-08-29,0.3433899999996565,0.6566099999993433,0.0,0.0,1.349561603563002
2019-08-30,0.343979999999656,0.656019999999344,0.0,0.0,1.350015210532913
2019-09-03,0.3417499999996582,0.6114599999993885,0.0467899999999532,0.0,1.4244122603286786
2019-09-04,0.34430999999965567,0.3668699999996331,0.2568799999997431,0.03193999999996806,1.7673514781390496
2019-09-05,0.35129999999964867,0.34676999999965324,0.28997999999971,0.01194999999998805,1.746362406511785
2019-09-06,0.4296799999995703,0.5162899999994837,0.0,0.05402999999994597,1.4839678243880907
2019-09-09,0.42749999999957244,0.5444599999994556,0.0,0.028039999999971955,1.443406972390776
2019-09-10,0.4812399999995187,0.5187599999994812,0.0,0.0,1.413219182275195
2019-09-11,0.6714199999993287,0.3164799999996835,0.01208999999998791,0.0,1.3470269501074883
2019-09-12,0.6183299999993817,0.09071999999990926,0.290949999999709,0.0,1.4506257495184016
2019-09-13,0.3984899999996015,0.0,0.11281999999988718,0.4886899999995113,1.561089428066702
2019-09-16,0.39529999999960463,0.0,0.07137999999992861,0.5333199999994667,1.4977388572122787
2019-09-17,0.44547999999955445,0.0,0.12612999999987384,0.42838999999957156,1.5853471721992702
2019-09-18,0.612949999999387,0.0,0.3870499999996129,0.0,1.3794541632916328
2019-09-19,0.6706999999993293,0.0,0.271979999999728,0.05730999999994269,1.3773705014122992
2019-09-20,0.5665199999994334,0.0,0.22328999999977667,0.2101999999997898,1.5523401879413852
2019-09-23,0.5912299999994087,0.0,0.40876999999959124,0.0,1.3912447469953468
2019-09-24,0.5058999999994941,0.0,0.06679999999993319,0.4272999999995727,1.502473405562398
2019-09-25,0.4924099999995076,0.0,0.08154999999991844,0.42603999999957387,1.5238731642711516
2019-09-26,0.6148899999993851,0.0,0.05060999999994939,0.3344999999996655,1.424881207789545
2019-09-27,0.8646799999991354,0.0,0.13084999999986913,0.0044599999999955404,1.1434521444373695
2019-09-30,0.9999999999989999,0.0,0.0,0.0,1.0
2019-10-01,0.9999999999989999,0.0,0.0,0.0,1.0
2019-10-02,0.9999999999989999,0.0,0.0,0.0,1.0
2019-10-03,0.9999999999989999,0.0,0.0,0.0,1.0
2019-10-04,0.0,0.08921999999991076,0.0,0.9107799999990892,1.092729505097225
2019-10-07,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-08,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-09,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-10,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-11,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-14,0.03649999999996349,0.9634999999990365,0.0,0.0,1.0371387869081412
2019-10-15,0.0203999999999796,0.9795999999990204,0.0,0.0,1.0206035461445613
2019-10-16,0.09885999999990114,0.9011399999990989,0.0,0.0,1.1030873475546996
2019-10-17,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-18,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-21,0.0,0.9999999999989999,0.0,0.0,1.0
2019-10-22,0.9999999999989999,0.0,0.0,0.0,1.0
2019-10-23,0.9999999999989999,0.0,0.0,0.0,1.0
2019-10-24,0.9999999999989999,0.0,0.0,0.0,1.0
2019-10-25,0.68994999999931,0.0,0.3100499999996899,0.0,1.3220275106565327
2019-10-28,0.5172999999994826,0.0,0.4826999999995173,0.0,1.4133678017263285
2019-10-29,0.4276799999995723,0.0,0.5723199999994277,0.0,1.3996485119071664
2019-10-30,0.5313999999994685,0.0,0.4685999999995314,0.0,1.4114330680361205
2019-10-31,0.6845099999993154,0.0,0.31548999999968447,0.0,1.3267595978204885
2019-11-01,0.6216899999993782,0.0,0.3783099999996216,0.0,1.374102334766654
2019-11-04,0.6200299999993799,0.0,0.37996999999961995,0.0,1.3751445845247654
2019-11-05,0.5507199999994492,0.0,0.4492799999995507,0.0,1.406993058647763
2019-11-06,0.7224299999992776,0.12960999999987038,0.0,0.14794999999985203,1.3355858176985476
2019-11-07,0.7242799999992757,0.1266999999998733,0.0,0.149019999999851,1.33292893214618
2019-11-08,0.6998899999993001,0.0652899999999347,0.0,0.23482999999976514,1.349328701564662
2019-11-11,0.6937499999993062,0.028099999999971897,0.0,0.27814999999972184,1.3369675812066886
2019-11-12,0.6294199999993705,0.0,0.0,0.37057999999962943,1.369093679484745
2019-11-13,0.6383399999993616,0.0,0.0,0.36165999999963827,1.3630052467119869
2019-11-14,0.6298999999993701,0.0,0.0,0.37009999999962984,1.3687743604646303
2019-11-15,0.6184199999993815,0.0,0.0,0.38157999999961834,1.3761439895639882
2019-11-18,0.6491399999993509,0.0,0.0,0.3508599999996491,1.3552107842294006
2019-11-19,0.642969999999357,0.0,0.0,0.35702999999964297,1.3597191076511637
2019-11-20,0.6543599999993457,0.0,0.0,0.34563999999965433,1.3512847027771098
2019-11-21,0.6994299999993006,0.07115999999992884,0.0,0.2293999999997706,1.3522142083486035
2019-11-22,0.6962599999993037,0.04725999999995274,0.0,0.25647999999974347,1.3449884094189544
2019-11-25,0.7033599999992965,0.06234999999993765,0.0,0.23428999999976569,1.344136268017079
2019-11-26,0.6916599999993084,0.07794999999992205,0.0,0.23039999999976957,1.3639339105665198
2019-11-27,0.7452799999992548,0.12041999999987957,0.0,0.1342999999998657,1.3041237895664437
2019-11-29,0.7544299999992456,0.09335999999990664,0.0,0.15219999999984782,1.289858180446019
2019-12-02,0.9246199999990753,0.07537999999992462,0.0,0.0,1.0779490819353916
2019-12-03,0.8236799999991762,0.0,0.0,0.17631999999982367,1.1871683996595404
2019-12-04,0.6330799999993668,0.3669199999996331,0.0,0.0,1.3666347918938837
2019-12-05,0.3968599999996031,0.03376999999996623,0.0,0.5693699999994306,1.4391536484918794
2019-12-06,0.4034899999995965,0.0147999999999852,0.0,0.5816999999994183,1.412226350634583
2019-12-09,0.3591999999996408,0.07576999999992423,0.0,0.565019999999435,1.4840938090382354
2019-12-10,0.34140999999965854,0.11746999999988253,0.0,0.5411299999994589,1.5372373255152727
2019-12-11,0.3851599999996148,0.10543999999989456,0.10555999999989443,0.4038399999995961,1.7311106930469273
2019-12-12,0.38495999999961505,0.10649999999989349,0.11215999999988782,0.3963799999996036,1.7428019703378579
2019-12-13,0.514889999999485,0.008989999999991009,0.274009999999726,0.20211999999979785,1.6198312224479394
2019-12-16,0.558979999999441,0.0285999999999714,0.3207499999996792,0.09167999999990831,1.534735665072351
2019-12-17,0.5167899999994832,0.0,0.3305299999996694,0.15267999999984733,1.5818643457250738
2019-12-18,0.5586999999994412,0.0,0.3378799999996621,0.10341999999989658,1.5127151428695056
2019-12-19,0.6073599999993926,0.0,0.38073999999961927,0.0118999999999881,1.3948334634094042
2019-12-20,0.5167899999994832,0.0,0.27467999999972526,0.20852999999979147,1.6095449255259024
2019-12-23,0.47682999999952314,0.0,0.3204699999996795,0.2026999999997973,1.6414295544054534
2019-12-24,0.47160999999952835,0.0,0.34802999999965195,0.18036999999981962,1.6306755782008175
2019-12-26,0.445999999999554,0.0,0.38544999999961455,0.16854999999983145,1.6310440219131015
2019-12-27,0.43926999999956073,0.0,0.36070999999963926,0.20001999999979997,1.659587404224314
2019-12-30,0.35789999999964206,0.0,0.3148999999996851,0.32719999999967275,1.7295078963779522
2019-12-31,0.34056999999965937,0.0,0.26928999999973063,0.3901399999996098,1.7131873224762726
2020-01-02,0.4060899999995939,0.0,0.29102999999970897,0.3028699999996971,1.7116047122859752
2020-01-03,0.4658499999995341,0.0,0.24081999999975917,0.2933299999997066,1.6642345382676726
2020-01-06,0.39894999999960107,0.0,0.30150999999969846,0.2995299999997005,1.7155046193596755
2020-01-07,0.3945199999996054,0.0,0.3114899999996885,0.29399999999970594,1.7172569901011439
2020-01-08,0.3103999999996896,0.0,0.6895999999993103,0.0,1.3223345611500117
2020-01-09,0.4541799999995457,0.0,0.5458199999994541,0.0,1.4083124991454434
2020-01-10,0.5052099999994948,0.0,0.3867799999996132,0.10800999999989197,1.5494994148049368
2020-01-13,0.5036899999994963,0.0,0.48401999999951595,0.01228999999998771,1.4313051731174775
2020-01-14,0.5220599999994778,0.0,0.4218099999995782,0.056129999999943864,1.4847504776886138
2020-01-15,0.528929999999471,0.0,0.4229199999995771,0.04814999999995184,1.4729046995268604
2020-01-16,0.5211599999994787,0.0,0.4788399999995211,0.0,1.412948845134487
2020-01-17,0.5298599999994701,0.0,0.4322999999995677,0.037839999999962154,1.4601002115646329
2020-01-21,0.5181499999994819,0.0,0.3971899999996028,0.08464999999991536,1.5189683609517468
2020-01-22,0.47753999999952246,0.0,0.365949999999634,0.1565099999998435,1.608600337643521
2020-01-23,0.4779999999995219,0.017809999999982187,0.39593999999960405,0.10825999999989172,1.5865383584829413
2020-01-24,0.465979999999534,0.04886999999995112,0.3531099999996468,0.13203999999986793,1.6628674952059974
2020-01-27,0.42636999999957365,0.11865999999988133,0.45496999999954496,0.0,1.575498258168847
2020-01-28,0.3291599999996709,0.215989999999784,0.4548399999995452,0.0,1.6623211081091125
2020-01-29,0.3985299999996014,0.21057999999978938,0.3908899999996091,0.0,1.676085991315005
2020-01-30,0.43062999999956936,0.27642999999972356,0.292939999999707,0.0,1.6959640814231578
2020-01-31,0.4386599999995613,0.3876499999996123,0.17368999999982632,0.0,1.6376653513651172
2020-02-03,0.3836899999996162,0.4218399999995781,0.19446999999980552,0.0,1.6597982874997372
2020-02-04,0.3904199999996095,0.4371899999995628,0.17238999999982757,0.0,1.6367484946382251
2020-02-05,0.4523699999995476,0.5476299999994523,0.0,0.0,1.4078402877005158
2020-02-06,0.4860799999995139,0.5139199999994861,0.0,0.0,1.413665826609275
2020-02-07,0.46841999999953154,0.5290399999994708,0.00253999999999746,0.0,1.4151945336776488
2020-02-10,0.4648899999995351,0.5351099999994648,0.0,0.0,1.410739767334252
2020-02-11,0.4688799999995311,0.5311199999994689,0.0,0.0,1.41148229245345
2020-02-12,0.46530999999953465,0.524999999999475,0.0,0.00968999999999031,1.4253284346883996
2020-02-13,0.45409999999954587,0.42002999999957996,0.08305999999991692,0.04280999999995719,1.598489344757
2020-02-14,0.4208199999995792,0.35286999999964713,0.1073699999998926,0.11893999999988106,1.7479906520848405
2020-02-18,0.43180999999956815,0.3986299999996013,0.1276899999998723,0.04187999999995812,1.6588124560488406
2020-02-19,0.4490399999995509,0.5326999999994672,0.018259999999981735,0.0,1.4348226607577157
2020-02-20,0.4405099999995595,0.4712599999995287,0.08822999999991177,0.0,1.5358834532677224
2020-02-21,0.43472999999956524,0.4684899999995315,0.09677999999990322,0.0,1.547017741417778
2020-02-24,0.41083999999958914,0.4025599999995974,0.1865999999998134,0.0,1.653709126848024
2020-02-25,0.33154999999966844,0.45381999999954614,0.21462999999978533,0.0,1.662184737020946
2020-02-26,0.2614099999997385,0.7385899999992613,0.0,0.0,1.2763469262587632
2020-02-27,0.20568999999979432,0.721949999999278,0.07235999999992762,0.0,1.3259799213469141
2020-02-28,0.17917999999982082,0.8208199999991791,0.0,0.0,1.1902645520496453
2020-03-02,0.17402999999982594,0.7584399999992415,0.06752999999993248,0.0,1.2802869733463724
2020-03-03,0.17830999999982167,0.7526499999992473,0.06903999999993096,0.0,1.287733101883562
2020-03-04,0.18590999999981406,0.7075999999992924,0.1064899999998935,0.0,1.352586424273954
2020-03-05,0.1796699999998203,0.6622299999993377,0.15809999999984187,0.0,1.4201544348076058
2020-03-06,0.20794999999979205,0.6895099999993104,0.10253999999989746,0.0,1.3746672741493442
2020-03-09,0.2195699999997804,0.6348399999993651,0.1455999999998544,0.0,1.4549049155859775
2020-03-10,0.20903999999979095,0.6443899999993555,0.1250899999998749,0.021479999999978516,1.4508836349753504
2020-03-11,0.27292999999972706,0.6680299999993319,0.05903999999994096,0.0,1.3811303828553692
2020-03-12,0.1555099999998445,0.20227999999979768,0.18090999999981905,0.46129999999953863,1.7942403738608386
2020-03-13,0.09742999999990257,0.9025699999990974,0.0,0.0,1.1015479341676244
2020-03-16,0.07181999999992816,0.9281799999990717,0.0,0.0,1.0741663877915058
2020-03-17,0.21752999999978245,0.7824699999992175,0.0,0.0,1.2313080566475938
2020-03-18,0.0,0.9999999999989999,0.0,0.0,1.0
2020-03-19,0.026579999999973417,0.0,0.0,0.9734199999990264,1.0269230191683871
2020-03-20,0.0,0.0,0.0,0.9999999999989999,1.0
2020-03-23,0.045139999999954855,0.9548599999990451,0.0,0.0,1.0461056662286203
2020-03-24,0.15794999999984205,0.8420499999991579,0.0,0.0,1.1672208415615632
2020-03-25,0.08565999999991433,0.9143399999990857,0.0,0.0,1.0889168499032469
2020-03-26,0.10552999999989446,0.8944699999991055,0.0,0.0,1.1102799720463334
2020-03-27,0.10851999999989148,0.8914799999991085,0.0,0.0,1.1135103683525485
2020-03-30,0.07694999999992305,0.7507399999992492,0.17230999999982768,0.0,1.2918316264490637
2020-03-31,0.07125999999992874,0.7628499999992371,0.16588999999983411,0.0,1.2756330690848297
2020-04-01,0.0,0.9999999999989999,0.0,0.0,1.0
2020-04-02,0.084999999999915,0.914999999999085,0.0,0.0,1.0882107955301301
2020-04-03,0.0,0.9999999999989999,0.0,0.0,1.0
2020-04-06,0.0,0.9999999999989999,0.0,0.0,1.0
2020-04-07,0.0,0.9999999999989999,0.0,0.0,1.0
